"","ensembl_gene_id","hgnc_symbol","spin","tpm_resting","tpm_activated"
"271","ENSG00000175600","SUGCT","Lamina related",253.109963150168,86.1457401615581
"272","ENSG00000176204","LRRTM4","Lamina related",0,0
"273","ENSG00000176788","BASP1","Lamina related",906.412242161502,1318.98714212088
"274","ENSG00000177640","CASC2","Lamina related",58.6798879811864,34.5391991797163
"275","ENSG00000177694","NAALADL2","Lamina related",52.8912867654493,22.3861648835529
"276","ENSG00000178538","CA8","Lamina related",154.442511850735,14.7760654350738
"277","ENSG00000178722","C5orf64","Lamina related",0,0
"278","ENSG00000179455","MKRN3","Lamina related",445.519289338058,195.634385973823
"279","ENSG00000179869","ABCA13","Lamina related",0.820979889574617,2.11007535756914
"280","ENSG00000180815","MAP3K15","Lamina related",15.6472920055832,61.8768206708937
"281","ENSG00000180869","C1orf180","Interior_Act3",0,0
"282","ENSG00000181722","ZBTB20","Lamina related",3521.09122320933,171.523256848267
"283","ENSG00000182158","CREB3L2","Lamina related",2019.55004845828,1414.99104409464
"284","ENSG00000182168","UNC5C","Lamina related",4.84945102836309,8.05214122781589
"285","ENSG00000182247","UBE2E2","Lamina related",542.838246131072,640.119123133939
"286","ENSG00000182255","KCNA4","Lamina related",0,0
"287","ENSG00000182263","FIGN","Lamina related",0.960736998935615,0
"288","ENSG00000182389","CACNB4","Interior_Act3",22.2327955915546,5.85990928522698
"289","ENSG00000182621","PLCB1","Lamina related",335.535888061567,63.8333544034628
"290","ENSG00000182752","PAPPA","Lamina related",47.189853141428,3.83184244255594
"291","ENSG00000183023","SLC8A1","Lamina related",35.6109809897956,46.0283307087691
"292","ENSG00000183098","GPC6","Lamina related",6.19441161899036,0
"293","ENSG00000183117","CSMD1","Lamina related",6.45773605690282,1.2210079091028
"294","ENSG00000183580","FBXL7","Lamina related",0,0
"295","ENSG00000183783","KCTD8","Lamina related",0,0
"296","ENSG00000184305","CCSER1","Lamina related",109.474908310626,16.2441359144438
"297","ENSG00000185046","ANKS1B","Lamina related",23.8285212613489,48.2750250326166
"298","ENSG00000185532","PRKG1","Lamina related",7.99624472640724,4.2155848541355
"299","ENSG00000185630","PBX1","Lamina related",52.3947564684011,4.18767118286024
"300","ENSG00000185737","NRG3","Lamina related",0,0
"301","ENSG00000185760","KCNQ5","Lamina related",879.663986750122,630.633498530209
"302","ENSG00000185774","KCNIP4","Lamina related",732.240075298757,277.665877305654
"303","ENSG00000185942","NKAIN3","Lamina related",0,0
"304","ENSG00000186314","PRELID2","Lamina related",109.279046686173,98.186219786814
"305","ENSG00000186714","CCDC73","Interior_Act3",9.07129891646331,21.0016680550775
"306","ENSG00000187164","KIAA1598","Lamina related",51.4382724379173,62.9433219371618
"307","ENSG00000187323","DCC","Lamina related",0,0
"308","ENSG00000187391","MAGI2","Lamina related",31.640237982634,16.1641175633436
"309","ENSG00000188517","COL25A1","Interior_Act3",34.4360635415848,5.63292290429991
"310","ENSG00000188580","NKAIN2","Lamina related",0,0
"311","ENSG00000188596","C12orf55","Lamina related",42.162016188415,49.067113373077
"312","ENSG00000188730","VWC2","Lamina related",0,1.01039241969299
"313","ENSG00000188991","SLC15A5","Lamina related",0,0
"314","ENSG00000189283","FHIT","Lamina related",3819.26500641236,378.446321980291
"315","ENSG00000196081","ZNF724P","Lamina related",2346.47775887314,4170.14626227612
"316","ENSG00000196277","GRM7","Lamina related",1.96044527999232,0
"317","ENSG00000196353","CPNE4","Lamina related",1.0314802995962,5.40038975880376
"318","ENSG00000196376","SLC35F1","Lamina related",8.60227490732314,56.8427435736403
"319","ENSG00000196482","ESRRG","Lamina related",0,0
"320","ENSG00000196586","MYO6","Lamina related",398.039177890694,256.489532943312
"321","ENSG00000196591","HDAC2","Lamina related",2554.19422822564,8333.23545319169
"322","ENSG00000196660","SLC30A10","Lamina related",0,0
"323","ENSG00000197140","ADAM32","Lamina related",5.37455645313117,4.1684536480535
"324","ENSG00000197448","GSTK1","Lamina related",31958.7609205125,23772.5827824693
"325","ENSG00000197826","C4orf22","Lamina related",0,2.55058622656639
"326","ENSG00000197872","FAM49A","Lamina related",481.93019317894,290.629623711138
"327","ENSG00000198785","GRIN3A","Lamina related",363.646867937587,75.2512872542742
"328","ENSG00000198887","SMC5","Lamina related",10668.700003583,19976.1072724006
"329","ENSG00000203910","C1orf146","Lamina related",568.472913717749,217.777878471394
"330","ENSG00000204148","LINC00474","Lamina related",0,0
"331","ENSG00000204406","MBD5","Lamina related",1051.9585311813,315.719923713168
"332","ENSG00000204442","FAM155A","Lamina related",1.8808648821274,0
"333","ENSG00000204711","C9orf135","Lamina related",0,54.9146326047894
"334","ENSG00000205060","SLC35B4","Lamina related",2677.69003344443,5785.42625189668
"335","ENSG00000205649","HTN3","Lamina related",0,0
"336","ENSG00000205838","TTC23L","Lamina related",90.6720691786514,50.2926824072021
"337","ENSG00000206120","EGFEM1P","Lamina related",2.80877975957024,0
"338","ENSG00000206579","XKR4","Lamina related",0.767294081906257,0
"339","ENSG00000213096","ZNF254","Lamina related",3086.04300194979,2173.60235843913
"340","ENSG00000214216","IQCJ","Lamina related",0,0
"341","ENSG00000215262","KCNU1","Lamina related",0,0
"342","ENSG00000217128","FNIP1","Interior_Act3",7712.89872991622,5646.70606979032
"343","ENSG00000218336","TENM3","Lamina related",0.545910711845039,0
"344","ENSG00000219545","RPA3-AS1","Interior_Act3",3870.41045896496,2317.2999422364
"345","ENSG00000225025","KIF4CP","Lamina related",64.3621168753902,68.2946521428692
"346","ENSG00000225937","PCA3","Lamina related",0,0
"347","ENSG00000226124","FTCDNL1","Lamina related",559.548223620384,518.40374270407
"348","ENSG00000226278","PSPHP1","Lamina related",25.0637856706479,36.4657098483277
"349","ENSG00000226722","LINC00424","Lamina related",0,0
"350","ENSG00000227028","SLC8A1-AS1","Lamina related",1.97756671706374,133.108022672941
"351","ENSG00000227110","LMCD1-AS1","Lamina related",3.97103477034297,10.0187049150312
"352","ENSG00000227646","STEAP2-AS1","Lamina related",0,0
"353","ENSG00000229240","LINC00710","Lamina related",0,0
"354","ENSG00000230448","LINC00276","Lamina related",0,0
"355","ENSG00000232284","GNG12-AS1","Lamina related",0,0
"356","ENSG00000233844","KCNQ5-IT1","Lamina related",2306.68179387922,419.17420156221
"357","ENSG00000234871","LINC01032","Lamina related",291.545204772771,34.4838777913534
"358","ENSG00000235770","LINC00607","Interior_Act3",0,0
"359","ENSG00000236671","PRKG1-AS1","Lamina related",0,0
"360","ENSG00000236699","ARHGEF38","Lamina related",85.1956645216872,21.9990897240277
"361","ENSG00000240254","B4GALT4-AS1","Lamina related",1082.98462398792,222.504087033154
"362","ENSG00000240423","LINC00636","Interior_Act3",0,7.52970749241576
"363","ENSG00000240891","PLCXD2","Lamina related",2095.09708812593,1207.12909022914
"364","ENSG00000241353","PPP1R2P4","Interior_Act3",0,0
"365","ENSG00000241684","ADAMTS9-AS2","Lamina related",0,0
"366","ENSG00000241749","RPSAP52","Lamina related",0,0
"367","ENSG00000242759","LINC00882","Lamina related",7.51586589993178,4.90342620835318
"368","ENSG00000243660","ZNF487","Lamina related",707.241743546366,411.77583623996
"369","ENSG00000244968","LIFR-AS1","Lamina related",11.8720465035874,0
"370","ENSG00000248550","OTX2-AS1","Lamina related",0,0
"371","ENSG00000249834","PGBD4P3","Lamina related",33.7778729434033,19.6496109296233
